24,33
4,64
19,46
4,73
34,74
62,90
54,86
16,47
2,57
34,92
17,76
34,37
28,85
2,66
12,43
6,57
83,94
92,97
2,75
3,49
1,15
6,75
1,97
71,86
35,44
13,44
18,92
48,93
16,49
14,15
9,65
31,40
74,75
38,55
31,49
13,65
49,64
38,64
75,83
60,94
35,65
66,80
94,96
15,71
85,89
38,82
55,61
10,93
42,43
50,56
55,70
13,37
48,86
33,49
63,93
12,20
22,85
34,87
12,84
39,46
86,88
69,81
0,64
22,39
24,58
26,55
32,71
91,93
21,41
21,50
52,83
4,52
62,69
25,84
8,98
28,46
45,62
45,71
27,65
25,47
36,77
11,57
14,74
28,82
4,82
15,48
41,76
52,76
69,92
1,67
18,62
19,27
41,94
1,76
19,91
8,45
1,39
16,92
20,74
10,51
29,86
12,15
48,99
4,11
41,60
23,33
59,84
23,97
69,94
60,91
36,91
8,20
19,84
2,13
61,99
52,96
10,90
16,21
65,90
3,51
31,67
20,67
16,94
68,95
32,41
71,94
9,55
0,52
63,81
5,11
14,78
22,91
86,94
23,90
52,71
69,87
58,87
44,67
21,47
8,77
10,19
25,72
1,80
16,78
40,81
3,7
14,71
20,32
23,83
18,96
72,97
27,74
35,66
27,83
19,24
7,68
30,33
22,50
9,32
17,45
36,58
73,77
5,52
22,68
6,81
4,72
51,67
3,82
24,59
64,95
24,68
14,81
76,78
39,59
19,90
19,35
45,54
19,99
5,45
30,99
76,96
66,95
37,68
6,28
35,43
42,58
53,88
58,84
39,43
80,93
0,79
8,92
9,36
6,67
20,66
9,45
41,52
26,33
61,64
2,51
19,67
47,83
37,82
19,76
22,93
8,85
51,83
28,97
40,62
54,61
5,40
39,72
12,55
40,71
57,78
46,78
35,84
43,97
57,96
13,29
3,61
40,89
50,57
59,69
44,50
15,44
2,44
26,99
7,40
21,30
0,56
64,92
25,55
44,59
71,98
2,16
10,84
75,95
38,85
16,27
10,50
55,91
28,74
14,20
40,48
31,54
57,73
21,53
3,47
46,82
