99,100
88,109
147,167
159,169
56,147
93,196
55,93
128,172
37,152
21,46
46,130
147,185
56,174
58,104
69,122
7,156
48,166
14,24
0,126
12,91
3,24
8,139
51,82
94,160
43,87
32,87
114,138
155,176
4,114
180,187
147,162
139,158
3,136
51,194
97,179
10,22
21,68
172,191
58,117
162,165
8,125
31,90
146,175
48,179
11,139
52,140
104,187
4,109
143,178
65,88
108,175
85,173
109,140
139,162
161,168
21,54
97,174
35,199
7,137
78,188
113,155
11,107
39,89
123,159
41,117
123,168
63,163
135,142
65,74
45,105
93,172
57,97
180,186
69,71
61,76
98,125
42,72
58,98
42,81
8,88
11,84
39,75
29,138
40,138
23,67
54,82
162,173
165,169
23,76
82,153
40,156
21,152
43,63
10,151
74,154
6,10
37,114
51,161
31,192
160,175
9,61
51,179
13,162
169,171
97,164
98,129
20,39
9,146
63,126
75,91
2,30
83,104
91,117
0,106
29,142
1,34
35,36
33,103
124,132
72,94
1,52
105,128
33,121
179,184
65,73
86,114
128,129
56,122
46,87
120,125
117,138
120,134
18,77
35,157
71,107
31,43
16,189
20,52
63,130
48,141
144,194
176,183
10,123
30,190
85,135
81,183
97,109
157,169
18,72
43,156
1,150
118,168
13,161
42,57
100,138
17,140
92,143
9,145
46,194
4,39
75,90
100,174
175,177
61,164
5,174
53,71
145,172
114,184
22,110
96,163
27,54
47,130
9,113
118,181
34,197
40,100
76,193
68,189
60,96
5,160
115,130
77,176
104,139
144,184
54,129
2,91
8,171
46,63
66,130
18,53
72,173
20,172
138,155
18,71
190,192
0,68
63,106
46,184
6,120
61,154
144,170
141,183
10,90
16,30
156,162
93,124
26,34
14,78
67,81
75,183
89,108
64,173
30,40
107,162
22,185
11,45
65,165
36,129
163,170
0,54
100,141
76,183
140,186
100,150
151,195
49,184
30,152
20,144
18,25
20,153
60,189
47,79
52,194
127,197
5,91
3,167
11,40
80,121
9,116
49,161
11,161
18,29
95,151
15,42
109,189
67,192
38,156
81,99
102,140
110,153
94,145
25,73
22,49
85,87
14,45
1,93
21,197
26,46
127,196
159,176
85,199
76,150
100,117
27,114
132,167
0,133
146,196
3,49
40,187
33,157
116,173
1,106
99,111
25,162
64,144
68,114
25,189
50,93
7,122
69,115
82,143
25,36
55,198
165,168
47,194
134,199
100,197
0,110
62,103
143,158
35,76
40,191
1,83
34,117
24,94
87,141
65,104
22,133
28,64
51,178
68,109
3,138
22,151
24,197
71,138
173,176
31,83
82,174
20,101
41,142
21,173
176,196
116,163
16,94
9,64
80,87
35,183
86,176
82,124
55,179
90,155
0,100
47,184
30,113
111,196
146,163
3,16
69,190
52,137
45,116
68,81
53,129
46,90
3,119
157,177
37,130
191,197
32,173
49,104
6,44
15,120
50,96
75,107
9,180
75,125
43,65
74,147
2,140
127,162
109,123
168,181
149,177
58,68
66,170
157,190
120,150
1,171
150,160
13,173
107,189
90,118
50,82
18,120
111,159
63,128
82,141
29,153
73,150
42,181
16,52
115,174
156,175
36,39
0,193
103,187
66,174
24,168
71,109
12,41
5,154
77,170
94,101
75,97
1,22
112,155
72,82
124,129
62,154
105,134
2,112
38,44
30,192
66,133
5,37
9,35
27,34
86,129
19,48
65,164
88,175
47,137
99,193
9,147
68,196
61,166
1,35
32,126
22,103
7,51
68,79
55,109
16,127
4,171
67,120
90,94
47,132
76,177
19,70
31,35
104,105
100,162
152,163
81,121
23,49
44,81
2,84
91,171
53,77
125,182
73,144
56,73
156,160
39,142
103,163
13,126
35,135
107,151
88,147
4,175
84,195
82,94
12,17
144,163
18,185
25,81
20,124
125,177
25,99
0,164
43,116
26,45
23,147
26,54
27,28
72,188
107,164
68,145
129,179
181,198
69,155
91,152
48,199
159,161
89,96
24,134
92,107
57,149
69,114
92,125
151,174
132,170
7,148
21,92
6,103
50,146
73,120
95,135
55,62
83,179
13,120
118,136
25,183
88,132
108,199
100,106
169,196
129,169
78,185
98,163
89,194
79,159
7,152
42,119
80,136
82,173
3,29
101,195
85,89
35,79
106,130
