24,88
47,53
7,81
1,40
53,78
10,52
3,13
20,93
5,28
41,79
3,40
80,95
50,91
41,88
66,87
18,65
4,48
67,70
72,84
55,77
25,43
42,59
27,70
54,88
10,63
5,12
23,27
28,78
11,30
12,91
38,55
14,33
26,53
13,65
24,65
69,97
46,77
18,58
21,57
23,54
21,66
41,44
10,93
24,37
11,37
53,73
16,33
64,82
14,17
30,68
6,34
54,99
28,80
21,96
12,93
51,75
89,93
29,54
5,32
3,99
12,47
52,83
1,74
26,73
53,57
10,86
16,17
79,85
30,43
2,91
9,42
12,13
14,74
23,86
12,31
67,86
20,44
61,79
61,88
50,88
13,14
33,81
13,78
8,91
44,90
4,54
26,84
45,55
55,65
28,39
82,83
47,61
71,83
65,97
28,57
48,90
22,71
0,50
3,67
34,82
17,75
43,57
67,79
51,70
23,97
27,88
45,48
19,93
28,41
74,93
11,89
10,99
31,67
47,63
16,94
63,81
51,54
63,90
4,68
20,94
32,59
57,58
78,90
16,51
23,44
32,77
41,89
1,16
36,38
20,60
53,72
3,53
37,55
32,34
45,77
32,43
4,6
29,35
4,70
3,16
13,48
77,93
52,73
1,64
1,18
30,88
25,74
48,69
47,49
25,28
8,42
74,97
11,93
0,47
37,75
41,66
47,79
12,94
89,94
52,75
4,90
44,71
25,67
8,81
7,61
10,78
11,77
0,13
39,68
37,50
45,63
26,86
6,83
20,82
21,81
38,97
7,27
15,40
38,42
26,49
78,87
7,54
24,70
9,18
31,48
5,93
66,79
4,49
20,75
3,4
32,49
15,97
81,97
21,92
10,55
15,51
28,70
26,51
35,63
78,98
47,92
28,88
31,50
17,33
65,82
5,95
25,80
94,97
9,93
38,65
21,58
93,98
57,87
20,68
24,84
66,90
12,55
32,42
33,41
27,55
16,34
23,82
33,50
78,82
4,78
82,98
18,40
11,56
10,66
65,66
5,79
2,7
40,55
2,80
74,96
58,63
42,46
7,24
24,40
18,88
64,85
20,27
0,58
8,71
9,70
23,32
83,92
41,86
6,64
6,9
