235,918
1054,1775
1016,1254
73,627
489,1774
1516,1577
248,1382
387,1726
1120,1311
369,625
314,689
41,271
98,1973
457,859
118,1164
747,1601
1542,1835
888,1311
1528,1937
1192,1493
532,1154
1488,1720
223,813
118,1285
1069,1544
777,1601
684,915
222,295
125,399
1565,1832
539,1436
790,1984
31,885
605,1386
928,1517
1254,1916
223,1176
701,1740
173,308
787,1928
11,246
831,1971
664,811
564,809
1190,1271
92,1524
1258,1634
803,1764
756,1918
1158,1403
782,1826
291,771
685,1341
847,1928
840,986
27,846
1277,1926
320,1364
834,1585
997,1054
61,1369
1312,1883
408,430
511,1834
158,255
662,1249
145,730
430,1882
428,1018
435,1960
942,1239
1021,1532
1507,1691
332,1724
307,1896
964,1937
1060,1645
463,1426
1,577
1936,1989
1521,1710
561,1668
1087,1899
1043,1304
1537,1812
1542,1890
1621,1954
640,1035
655,1838
1627,1705
221,1088
294,1566
292,739
435,1047
35,1571
155,1902
2,1394
112,1037
560,675
461,1571
225,806
18,1230
1525,1670
501,1384
202,1990
155,868
69,1582
368,1915
917,925
1013,1387
605,1333
262,930
35,1705
929,1164
1613,1796
269,825
565,1641
327,1998
172,892
10,76
1326,1739
283,1403
591,1290
1312,1575
1358,1691
50,414
392,1575
1453,1965
1399,1436
189,199
562,710
606,753
649,1352
709,1403
1089,1624
590,1940
299,1239
1111,1154
585,815
1366,1380
553,1011
1200,1347
1103,1680
514,1285
462,600
940,1393
1404,1527
839,1755
598,609
490,554
987,1589
233,898
807,1887
511,613
1747,1987
23,795
1612,1799
144,267
234,426
365,909
446,1019
50,1019
693,1879
156,1674
753,1664
650,1428
20,1032
937,963
126,1916
621,1895
127,865
1248,1764
1220,1931
329,1494
347,1777
934,1079
873,1823
1200,1723
614,1074
82,1738
171,504
651,1895
794,897
467,502
589,1956
269,517
1186,1946
232,864
252,1516
1168,1488
291,397
545,987
463,1857
767,1036
684,1267
716,1219
24,174
227,1701
190,1819
1148,1788
388,1511
460,862
792,1335
1163,1507
815,1992
905,1922
883,1345
1196,1805
731,1971
528,1117
519,1297
488,1755
443,521
352,662
1033,1289
669,1241
576,821
754,1056
742,1756
613,1871
50,711
268,789
5,1089
1188,1405
1324,1451
