33,155
23,132
135,184
75,179
96,122
117,154
9,72
77,90
9,81
77,108
40,68
150,196
41,51
61,118
121,169
79,172
54,97
79,181
22,46
6,187
64,119
47,48
64,137
35,101
52,181
105,184
2,171
157,194
53,155
34,151
48,58
15,119
21,50
49,130
79,131
98,144
16,191
61,104
36,178
71,154
48,161
125,143
72,109
81,185
105,152
55,65
47,61
73,199
96,112
88,99
45,137
127,188
99,117
17,75
65,124
113,119
18,110
19,84
151,154
16,186
13,199
59,166
132,150
7,137
48,138
83,105
55,195
47,191
43,68
155,166
36,47
64,136
108,170
180,186
147,161
7,96
66,191
16,172
1,183
35,194
55,172
31,53
17,164
28,164
131,158
0,102
13,32
94,118
111,189
77,187
3,18
72,128
33,135
93,158
114,199
168,179
157,179
78,124
57,110
70,147
55,158
20,39
142,172
0,79
150,185
111,166
92,162
5,166
75,100
4,58
80,178
60,120
6,149
35,45
112,167
75,127
87,92
42,188
62,166
93,144
108,142
25,135
86,114
20,178
3,107
149,161
68,96
13,148
180,185
15,90
160,188
69,79
119,147
138,197
59,142
13,175
7,113
142,167
23,39
36,158
31,52
100,170
83,99
111,179
77,195
54,148
5,17
39,168
49,51
11,195
66,140
12,169
78,114
72,192
96,168
13,161
70,128
78,141
113,117
63,125
111,174
104,135
13,26
152,184
56,85
97,104
14,106
4,169
84,198
107,163
47,121
107,172
37,193
5,133
88,186
163,189
145,158
10,122
37,94
1,131
106,193
47,116
96,167
118,167
139,199
148,177
140,182
112,120
57,184
46,193
44,83
175,185
30,157
105,117
137,149
8,175
145,171
7,39
158,199
44,186
96,144
11,18
99,149
57,143
40,72
47,129
40,99
7,160
113,178
41,82
61,149
22,41
2,81
22,68
26,29
11,166
43,109
124,192
55,83
130,132
16,110
170,186
69,112
132,159
50,126
4,19
104,124
125,165
122,150
2,94
14,68
24,127
53,163
45,159
189,194
36,101
22,166
26,136
67,183
4,5
18,141
55,190
27,119
21,94
62,95
50,130
2,53
141,159
14,27
62,113
19,142
74,87
2,80
29,183
31,134
135,173
96,102
18,24
95,146
87,160
47,87
128,161
117,179
22,170
63,68
92,122
27,114
141,145
61,125
47,190
84,123
35,90
23,134
96,115
65,118
57,114
48,56
74,194
49,137
165,177
166,169
22,124
17,55
129,134
70,173
26,148
8,109
119,196
54,85
79,169
11,114
47,198
8,127
58,195
9,190
94,139
35,71
166,173
24,89
88,92
124,176
73,192
22,119
68,122
169,174
58,96
19,77
161,179
132,143
15,134
79,146
8,104
73,84
17,189
13,57
123,179
40,172
84,117
44,142
50,60
126,180
69,82
21,42
82,119
63,115
150,183
111,173
183,198
41,105
28,184
58,194
34,84
64,106
93,151
9,27
109,114
38,72
2,149
160,168
95,197
160,177
35,164
150,160
7,102
13,182
9,139
17,152
4,69
81,172
164,188
62,177
74,142
39,184
49,67
9,40
24,150
87,188
4,181
59,126
100,145
2,9
2,18
28,156
92,159
100,172
94,101
66,94
77,197
21,144
104,160
27,187
0,179
34,92
97,102
23,162
68,75
24,136
59,103
14,113
15,96
130,172
63,100
140,194
31,58
132,199
69,179
62,149
25,109
54,145
39,156
9,21
85,141
149,153
51,157
70,107
42,45
45,181
78,129
16,145
36,123
45,190
63,95
48,106
58,147
140,198
58,156
45,46
81,130
30,155
2,84
81,139
72,81
30,164
144,186
66,114
67,88
12,152
24,117
70,84
57,65
72,166
52,197
59,93
118,142
70,111
35,153
56,185
0,43
47,127
82,94
111,148
152,158
58,160
25,72
125,159
54,117
0,146
45,59
25,90
66,91
15,27
126,141
114,185
10,195
99,142
72,188
29,74
58,128
26,157
57,172
129,188
104,113
27,140
11,141
11,150
51,97
23,115
4,138
105,190
116,190
106,167
34,148
48,55
107,141
22,164
68,131
22,173
147,195
68,140
65,153
49,136
120,187
132,161
81,88
59,186
70,195
49,172
19,131
27,153
66,90
6,197
124,180
72,142
78,82
126,131
136,163
35,120
9,68
128,168
92,93
29,64
109,182
113,143
151,169
62,88
102,142
18,170
114,125
23,114
43,92
